goal_idx,goal_id,bucket_id,relevance_rule,coherence_rule,integrity_rule,attainability_label
0,1,19,0.46202605253053736,0.41304103463258796,0.39423012483626685,0.0
1,2,20,0.0,0.8618957341219426,0.35456255428444444,0.0
2,3,21,0.28972213610938313,0.5244213532328267,0.4481930618607204,0.0
3,4,22,0.6425065737668156,0.6083351208626324,0.4206198589942577,0.0
4,5,23,0.1275,0.4573567317392617,0.34643222476440083,0.0
5,6,24,0.0,0.7270898389790916,0.41196011373367164,0.0
6,7,25,0.39432538014322743,0.23209338463482168,0.4072757937751955,0.0
7,8,26,0.15408140825936195,0.48986667113184756,0.43665479808095564,0.0
8,9,27,0.6411171742395523,0.4505299385880236,0.40390451133273586,0.0
9,10,28,0.4951178088223006,0.475,0.38636782986529977,0.0
10,11,29,0.1819254288589093,0.4640484869922899,0.3499656106963033,0.0
11,12,30,0.0,0.4089272795880524,0.42745443843141967,0.0
12,13,31,0.28666010506450906,0.504185803505063,0.36012989739903756,0.0
13,14,32,0.1722037732424931,0.5427402404083912,0.45368837048671373,0.0
14,15,33,0.3,0.5377622352422956,0.44832490438654277,0.0
15,16,34,0.255,0.5543272435387454,0.3232861572391574,0.0
16,17,35,0.3004343691102337,0.5910371456488637,0.40239307968975657,0.0
17,18,36,0.34102258518396583,0.5132665502369554,0.40096165828404523,0.0
18,19,37,0.5241371479932686,0.37141119743723594,0.33288101595227193,0.0
19,20,38,0.0,0.171516466244412,0.37956911681633165,0.0
20,21,39,0.44026856647335916,0.4916290624646362,0.43065848577263793,0.0
21,22,40,0.1338459261502178,0.5605470654308968,0.39798098669226056,0.0
22,23,41,0.3688879623916671,0.6204376361297641,0.3682082729504783,0.0
23,24,42,0.3254959315748296,0.4389971983308014,0.406703559231554,0.0
24,25,43,0.2945929643637132,0.702593066530087,0.40735685421909446,0.0
25,26,44,0.3,0.03981087656493446,0.4147293895828425,0.0
26,27,45,0.003334406488502293,0.42440280893878773,0.37030945135176496,0.0
27,28,46,0.31108522132713756,0.7917124174068945,0.36386832762961413,0.0
28,29,47,0.5032800185239746,0.38434351637160413,0.40017565186048404,0.0
29,30,48,0.3,0.47330313372902727,0.4245106448075595,0.0
30,31,49,0.5749797625932666,0.28080971303608715,0.4589857829462,0.0
31,32,50,0.255,0.5083548016914621,0.38601299897667485,0.0
32,33,51,0.0,0.568235190726465,0.44759860286505754,0.0
33,34,52,0.3,0.4726530949337663,0.4453241907891793,0.0
34,35,53,0.0,0.38230205682640783,0.41480840682533954,0.0
