goal_idx,goal_id,bucket_id,relevance_rule,coherence_rule,integrity_rule,attainability_label
0,1,19,0.46202605253053736,0.6365205173162944,0.32958153740981294,0.1
1,2,20,0.0,0.8434478670609707,0.2915146503399977,0.1
2,3,21,0.28972213610938313,0.6412906143568484,0.3783404426582658,0.1
3,4,22,0.9425065737668157,0.724339537329725,0.3650630465424818,0.1
4,5,23,0.1275,0.7111783658696319,0.26018232656025647,0.1
5,6,24,0.0,0.8285449194895459,0.292424965727579,0.1
6,7,25,0.6943253801432274,0.500297916166465,0.34148167553993747,0.1
7,8,26,0.15408140825936195,0.5834517899038847,0.4031349326450424,0.1
8,9,27,0.6411171742395523,0.5593422832638636,0.35742500138264865,0.1
9,10,28,0.4951178088223006,0.6299999999999999,0.3130218148432383,0.1
10,11,29,0.1819254288589093,0.7145242434961466,0.30824212640398074,0.1
11,12,30,0.0,0.48337998949618827,0.3602155273664872,0.1
12,13,31,0.28666010506450906,0.644592901752532,0.3247071447603998,0.1
13,14,32,0.1722037732424931,0.5797861797544128,0.4164454050379174,0.1
14,15,33,0.3,0.6038029889704888,0.34294674279105675,0.1
15,16,34,0.255,0.5646636217693726,0.30362672813096264,0.1
16,17,35,0.3004343691102337,0.631845985568992,0.36573513344548325,0.1
17,18,36,0.34102258518396583,0.5041332751184777,0.3776743552738482,0.1
18,19,37,0.5241371479932686,0.6507055987186173,0.30611007176781346,0.1
19,20,38,0.3,0.5864359813725685,0.38891028603820516,0.1
20,21,39,0.44026856647335916,0.5944198826330448,0.36634312903612953,0.1
21,22,40,0.1338459261502178,0.6352735327154473,0.3281383178290478,0.1
22,23,41,0.3688879623916671,0.702718818064882,0.3246660464085776,0.1
23,24,42,0.3254959315748296,0.7019985991654024,0.28748035510577485,0.1
24,25,43,0.2945929643637132,0.7262965332650435,0.3765150495363944,0.1
25,26,44,0.3,0.37240543828246714,0.3358246013238376,0.1
26,27,45,0.003334406488502293,0.6772014044693938,0.30187971055561724,0.1
27,28,46,0.31108522132713756,0.8608562087034473,0.3495471166513465,0.1
28,29,47,0.5032800185239746,0.657171758185802,0.3789938008469472,0.1
29,30,48,0.3,0.5832591498856734,0.41104743485051587,0.1
30,31,49,0.5749797625932666,0.49325015198729283,0.37108770032635774,0.1
31,32,50,0.255,0.7541774008457302,0.36299319180820283,0.1
32,33,51,0.3,0.735260709304106,0.4606253980612387,0.1
33,34,52,0.6,0.6923470885254596,0.34534753188491246,0.1
34,35,53,0.0,0.6911510284132039,0.2989556526501075,0.1
