trailing_6_period_slope,variance_from_target,volatility_measure,time_to_green_estimate,allocation_percentage_of_parent,optimal_band_distance,sibling_rank_pct,scenario_encoded,allocation_fitness_score,l3_share_of_l2,l3_share_of_l1,alloc_drift_std,weighted_goal_status_score,status_band_unique,delivered_output_quality_score,delivered_output_quantity,allocation_efficiency_ratio,needle_move_ratio,output_cost_per_unit,n_dependencies,n_dependents,dependency_risk_encoded,dep_avg_attain,observed_value,allocated_amount,allocated_time_hours,budget_shock_exposure,shock_alloc_impact,recovery_period_estimate,recovery_window_remaining,market_shock_vulnerable,market_shock_forward_risk,period_id_scaled,market_shock_period,status_band_encoded,goal_id,period_id
0.0,51.23004872518269,0.0,5,0.1627116295274297,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.7410581923413007,229.6171477704953,1.0,0.5532278707137307,116.30910912858714,0.0,0.0,0.0,-1.0,33.76995127481731,26706.56589783346,53.41313179566692,0.0,0.05770985592691753,0.0,12.0,0.0,0.07953177793374237,0.041666666666666664,0.0,0,1,1
-10.940085446662508,62.1701341718452,5.470042723331254,6,0.1579238020404225,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.6780191739142164,242.54971267531644,1.0,0.36772938246692294,103.88674336601407,0.0,0.0,0.0,-1.0,22.8298658281548,25197.69975420105,50.3953995084021,0.0,0.11094731450955476,0.0,12.0,0.0,0.07953177793374237,0.08333333333333333,0.0,0,1,2
-7.651056556400762,66.5321618379842,6.436591753900431,5,0.1807969116775846,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.7085343880966031,261.43961638133334,1.0,0.29255981246757684,113.52465072575484,0.0,0.0,0.0,-1.0,18.467838162015788,29679.8411355662,59.3596822711324,0.0,0.0,0.0,12.0,0.0,0.07953177793374237,0.125,0.0,0,1,3
-5.609790375303798,68.475340754149,6.679254693487023,4,0.1970284947109354,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.7384807650158071,254.7438736960053,0.0079814953155136,0.2575271570781974,125.2898060412688,0.0,0.0,0.0,-1.0,16.524659245851,31916.810525573983,63.833621051147965,0.0,0.0,0.0,12.0,0.0,0.07953177793374237,0.16666666666666666,0.0,0,1,4
-3.820383244327692,67.17936165566925,6.309898460465069,5,0.1590833929407872,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.7663981290503942,954.1105873803166,0.0550386689163831,0.27328774457759625,27.14523628700107,0.0,0.0,0.0,-1.0,17.820638344330753,25899.557338368075,51.79911467673616,0.0,0.0861836108333295,0.0,12.0,0.0,0.07953177793374237,0.20833333333333334,0.0,0,1,5
-2.6616097420253118,66.4671446458325,5.8938484587203295,5,0.1842713023271912,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.7187104133520914,924.2304857099998,0.0852592363561631,0.27974121289309434,33.10078654030891,0.0,0.0,0.0,-1.0,18.5328553541675,30592.75602153273,61.18551204306546,0.0,0.0,0.0,12.0,0.0,0.07953177793374237,0.25,0.0,0,1,6
-0.7902830445210731,68.00032161847969,2.055852816546764,5,0.1623477633508193,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.6648754656165956,832.8983585389786,0.6385682110101882,0.2526267994777011,31.683499058873032,0.0,0.0,0.0,-1.0,16.999678381520305,26389.134358906624,52.77826871781324,0.0,0.0689098211973672,0.0,12.0,0.0,0.07953177793374237,0.2916666666666667,0.0,0,1,7
-0.1035414983643791,67.6844072099038,0.7381338179619781,4,0.2032239041944851,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.7986425411429668,1008.2615219827546,0.1239489550142449,0.2533989188794566,31.075317480179372,0.0,0.0,0.0,-1.0,17.3155927900962,31332.04689866296,62.664093797325904,0.0,0.0,0.0,12.0,0.0,0.07953177793374237,0.3333333333333333,0.0,0,1,8
0.033864166363617,67.62862886253352,0.6311622410563574,5,0.1762098482549807,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.7307901107342514,1040.7546695649155,0.1348776390505057,0.2503981425220394,26.2361421624944,0.0,0.0,0.0,-1.0,17.371371137466483,27305.38746698501,54.61077493397002,0.0,0.03658158114877933,0.0,12.0,0.0,0.07953177793374237,0.375,0.0,0,1,9
0.21169791350707,65.06376861281433,0.994085438108004,6,0.1639392523782804,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.7165694103524938,823.9897819389428,0.1368050508273818,0.2831180788712757,24.436306952845747,0.0,0.0,0.0,-1.0,19.936231387185668,20135.26723746844,50.33816809367109,1.0,0.2895655720497057,0.0,12.0,0.0,0.07953177793374237,0.4166666666666667,0.0,0,1,10
0.7577430299319536,62.93603090918212,1.800248146472694,4,0.2177254284417591,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.7357438585117276,820.7672540759536,0.2375865327353785,0.30876691439045434,31.915996840879156,0.0,0.0,0.0,-1.0,22.06396909081788,26195.60508818519,65.48901272046298,1.0,0.07573813169928953,0.0,12.0,0.0,0.07953177793374237,0.4583333333333333,0.0,0,1,11
1.186118882421082,63.05948727190898,2.158727098178132,5,0.1863574987742391,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.6795292708150704,994.804257602953,0.2616893055610806,0.30262776176677275,22.51064035042188,0.0,0.0,0.0,-1.0,21.940512728091026,22393.680861968514,55.98420215492128,1.0,0.2098817629164833,0.0,12.0,0.0,0.07953177793374237,0.5,0.0,0,1,12
1.388338656475367,61.1330691096774,2.451575431190112,5,0.1852112412668461,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.7605036306151237,944.7838791601586,0.1641424264850407,0.32453617074659624,28.733468756950565,0.0,0.0,0.0,-1.0,23.8669308903226,27146.91807391897,54.29383614783795,0.0,0.042172870863623806,1.0,11.0,0.0,0.07953177793374237,0.5416666666666666,0.0,0,1,13
0.9901583906662572,63.03124855720651,2.051558602569272,6,0.1651815568449202,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.6953030691270714,850.0761310702655,0.1648267037102032,0.29455309197041546,27.435081659927047,0.0,0.0,0.0,-1.0,21.968751442793486,23321.90807306758,46.643816146135165,0.0,0.17713103952414885,2.0,10.0,0.0,0.07953177793374237,0.5833333333333334,1.0,0,1,14
