trailing_6_period_slope,variance_from_target,volatility_measure,time_to_green_estimate,allocation_percentage_of_parent,optimal_band_distance,sibling_rank_pct,scenario_encoded,allocation_fitness_score,l3_share_of_l2,l3_share_of_l1,alloc_drift_std,weighted_goal_status_score,status_band_unique,delivered_output_quality_score,delivered_output_quantity,allocation_efficiency_ratio,needle_move_ratio,output_cost_per_unit,n_dependencies,n_dependents,dependency_risk_encoded,dep_avg_attain,observed_value,allocated_amount,allocated_time_hours,budget_shock_exposure,shock_alloc_impact,recovery_period_estimate,recovery_window_remaining,market_shock_vulnerable,market_shock_forward_risk,period_id_scaled,market_shock_period,status_band_encoded,goal_id,bucket_id,target_value_final_period
1.186118882421082,63.05948727190898,2.158727098178132,5,0.1863574987742391,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.6795292708150704,994.804257602953,0.2616893055610806,0.30262776176677275,22.51064035042188,0.0,0.0,0.0,-1.0,21.940512728091026,22393.680861968514,55.98420215492128,1.0,0.2098817629164833,0.0,12.0,0.0,0.07953177793374237,0.5,0.0,0,1,19,85.0
0.3398650788676008,65.17214921719045,1.1673421499622136,5,0.4101559309194338,1.0,1.0,0.33,0.0,0.24999999999999944,0.08749999999999974,0.03268392709367579,0.95,1,0.702891559589184,601.8160297394287,0.0994356876961503,0.2734875970042696,81.89621990837274,0.0,0.0,0.0,-1.0,19.82785078280955,49286.457915924046,123.21614478981012,1.0,0.31679299773251945,0.0,12.0,0.0,0.0,0.5,0.0,4,2,20,85.0
0.0171777528745168,2.593160058321484,0.0819024586941414,1,0.3759688833249898,0.6506946597265422,0.5,0.67,0.0,0.34999999999999953,0.12249999999999973,0.009718800236585457,0.8219759810117556,5,0.9010856305161772,1341.3846619373894,0.1928211081763847,0.3297599787921878,33.68039515386575,0.0,0.0,0.0,-1.0,0.9068399416785164,45178.36546738591,112.94591366846478,1.0,0.22931712788000322,0.0,12.0,0.0,0.010363301871745502,0.5,0.0,3,3,21,3.5
667.6209973170606,38268.74241028323,1232.5770399147448,0,0.3631310862434401,0.14373356558296116,0.0,0.67,1.0,0.349999999999999,0.08749999999999974,0.010987325551830514,0.5405781397464181,4,0.875536424454946,1226.2192762153118,0.2205594549406745,0.3128335357257806,25.41826282131571,0.0,0.0,0.0,-1.0,11731.257589716772,31168.36383940432,77.9209095985108,1.0,0.25872019860792744,0.0,12.0,1.0,0.14493380477119128,0.5,0.0,2,4,22,50000.0
0.3572674006445568,65.11433845079539,1.4198218652421066,5,0.1404661580636188,1.0,0.5,0.0,0.0,0.349999999999999,0.08749999999999974,0.01954698729573592,0.05,1,0.7602008982257313,722.7742832449319,0.3136615061841087,0.2742849868855809,16.680904211991486,0.0,0.0,0.0,-1.0,19.885661549204613,12056.528585699512,30.14132146424878,1.0,0.22660314355774483,0.0,12.0,0.0,0.07736582204319836,0.5,0.0,0,5,23,85.0
0.2691721592531806,34.47196335955375,0.7873562503802949,5,0.3616782692035866,1.0,1.0,1.0,0.0,0.3,0.075,0.07163900994967462,0.95,1,0.7202629998432072,680.7916371930472,0.1420958843346819,0.300801046869893,45.599363396085934,0.0,0.0,0.0,-1.0,10.528036640446254,31043.66526138205,77.60916315345513,1.0,0.051752795844689,0.0,12.0,0.0,0.0,0.5,0.0,4,6,24,45.0
0.3782150740138504,32.09814842456523,0.7449705632784877,5,0.1743335731554976,0.7641865496419314,0.0,0.33,0.0,0.44999999999999996,0.11249999999999999,0.10083774560266093,0.05,3,0.7245322736184239,928.6959561897646,0.2939180944131725,0.28734005728853707,16.112319056707022,0.0,0.0,0.0,-1.0,7.90185157543477,14963.445552803096,37.40861388200774,1.0,0.3003935215958941,0.0,12.0,1.0,0.07997024876758045,0.5,0.0,0,7,25,40.0
0.028940452407981,2.786541820021029,0.0909993802277829,0,0.318787656292436,0.9897964793515951,0.5,0.67,1.0,0.3,0.075,0.01015253624936531,0.5272483020714053,5,0.8208720042550791,1119.645873668719,0.2090520921924409,0.37337174768583714,24.43832235356892,0.0,0.0,0.0,-1.0,1.2134581799789708,27362.26678255946,68.40566695639866,1.0,0.28135103425832436,0.0,12.0,0.0,0.05982830628666481,0.5,0.0,2,8,26,4.0
2533.8088671156493,194574.73008608175,4517.616848273844,6,0.4211490116723958,0.14720706440111916,1.0,0.33,0.0,0.25,0.0625,0.0816171683361877,0.95,3,0.6765839531275898,785.597766958866,0.1537780287943859,0.31671582807953275,46.01359034393909,0.0,0.0,0.0,-1.0,55425.26991391823,36148.17382395859,90.37043455989648,1.0,0.2410352772270312,0.0,12.0,1.0,0.17035966545333517,0.5,0.0,4,9,27,250000.0
0.8355650446950903,405.4880220466961,5.071607502299403,4,0.5951725437945568,0.2937711505226452,0.0,1.0,0.0,0.4,0.06,0.1444858283635109,0.95,2,0.8230992123498817,1835.896687348784,0.2743685892643501,0.2700342227237254,16.695386468466968,0.0,0.0,0.0,-1.0,94.51197795330388,30651.00471146622,76.62751177866555,1.0,0.1155073766237948,0.0,12.0,1.0,0.12191826189017577,0.5,0.0,4,10,28,500.0
