trailing_6_period_slope,variance_from_target,volatility_measure,time_to_green_estimate,allocation_percentage_of_parent,optimal_band_distance,sibling_rank_pct,scenario_encoded,allocation_fitness_score,l3_share_of_l2,l3_share_of_l1,alloc_drift_std,weighted_goal_status_score,status_band_unique,delivered_output_quality_score,delivered_output_quantity,allocation_efficiency_ratio,needle_move_ratio,output_cost_per_unit,n_dependencies,n_dependents,dependency_risk_encoded,dep_avg_attain,observed_value,allocated_amount,allocated_time_hours,budget_shock_exposure,shock_alloc_impact,recovery_period_estimate,recovery_window_remaining,market_shock_vulnerable,market_shock_forward_risk,period_id_scaled,market_shock_period,status_band_encoded
0.00423175519197326,-0.20141735370340752,-0.20004056877669996,0.79391499086447,-1.1313244000506306,-0.8847105779474259,-1.118033988749895,-1.4004873931646307,-0.331124340588225,-5.258743071175584e-16,0.5640859669844508,-0.5484741288802405,-1.1271543790448286,-1.1181946142788823,-1.2316579887403967,-0.06370271444936652,-0.1342342876855145,-0.0962810192760392,-0.4153152652167306,0.0,0.0,0.0,0.0,-0.20279114254570743,-0.31080442184972656,-0.03234832933007252,2.6457513110645903,1.1724826261757786,-0.7995900589021115,0.7995900589021115,-0.408248290463863,0.8128181425907766,-0.07223151185146165,-0.44721359549995787,-1.1389071909150976
0.0026428844119038785,-0.20135439631004765,-0.20135030216904992,0.79391499086447,0.15619637523975402,0.9122357483337862,1.118033988749895,-0.4850584519619434,-0.331124340588225,-1.4209964001470134,-0.5875895489421409,-0.5413750788148887,1.058762483368768,-1.1181946142788823,-0.9420594890510606,-0.8441284972467443,-0.6938024259462452,-0.6142406133773828,1.9607502592724195,0.0,0.0,0.0,0.0,-0.20302887346236026,1.2190669365620046,1.844691034845439,2.6457513110645903,2.152182563214219,-0.7995900589021115,0.7995900589021115,-0.408248290463863,-0.7250102411641544,-0.07223151185146165,-0.44721359549995787,1.0641602595597024
0.0020370277986558978,-0.20321925218315104,-0.20278429268060064,-0.9975923088699957,-0.04048299200054478,-0.11861133441756078,0.0,0.45811076018627983,-0.331124340588225,-0.47366546671567117,0.18019412834225346,-1.0339750539368824,0.7478181923683661,1.5351485382472794,1.5147505496715576,0.624562898048486,-0.3717417744400279,0.38598777474386015,0.031595744207050316,0.0,0.0,0.0,0.0,-0.2051579927288413,0.985366528377436,1.5579578639978398,2.6457513110645903,1.3505820173561671,-0.7995900589021115,0.7995900589021115,-0.408248290463863,-0.5246251852552084,-0.07223151185146165,-0.44721359549995787,0.5133933969410024
1.2554862851185495,0.9371132161021736,1.4254833548564247,-1.445469133803612,-0.11433932018399671,-1.614721770511147,-1.118033988749895,0.45811076018627983,3.020013564160076,-0.47366546671567644,-0.5875895489421409,-1.0067652961759141,0.06436009651427059,0.871812750115739,1.1980430637258885,0.3958587539270826,-0.2760798393684461,0.0851242191768296,-0.29897891617800487,0.0,0.0,0.0,0.0,1.1148198876090527,0.1883681306683302,0.5800995901898359,2.6457513110645903,1.620022236529123,-0.7995900589021115,0.7995900589021115,2.4494897427831788,2.0774333170374115,-0.07223151185146165,-0.44721359549995787,-0.037373465677697615
0.0026755578728214734,-0.20135611907273027,-0.201016747464,0.79391499086447,-1.3953390046414236,0.9122357483337862,0.0,-1.4004873931646307,-0.331124340588225,-0.47366546671567644,-0.5875895489421409,-0.8231612957129831,-1.1271543790448286,-1.1181946142788823,-0.23165398692739772,-0.6039204376032413,0.045003549514212045,-0.6000671952573875,-0.6485677679034441,0.0,0.0,0.0,0.0,-0.20302236820650607,-0.8988624406729814,-0.7538521627610447,2.6457513110645903,1.325711943839431,-0.7995900589021115,0.7995900589021115,-0.408248290463863,0.7709371670489661,-0.07223151185146165,-0.44721359549995787,-1.1389071909150976
0.0025101560107297885,-0.20226926282789173,-0.20185230718960243,0.79391499086447,-0.12269743111255636,0.9122357483337862,1.118033988749895,1.373539701388967,-0.331124340588225,-0.9473309334313376,-0.8617980051151334,0.2942080627524598,1.058762483368768,-1.1181946142788823,-0.7267234368496036,-0.687292755362148,-0.5466791314090984,-0.12875044812924225,0.5084833950244405,0.0,0.0,0.0,0.0,-0.20407535103332364,0.18127430088019836,0.5713959840455205,2.6457513110645903,-0.276560024493835,-0.7995900589021115,0.7995900589021115,-0.408248290463863,-0.7250102411641544,-0.07223151185146165,-0.44721359549995787,1.0641602595597024
0.002714887853953788,-0.2023400025886753,-0.20190830355090977,0.79391499086447,-1.2004984951784832,0.21631851103978855,-1.118033988749895,-0.4850584519619434,-0.331124340588225,0.47366546671567433,-0.0391726365961394,0.9205184047662675,-1.1271543790448286,0.20847696198419854,-0.6738015980683051,-0.19498558559356144,-0.023086051894704473,-0.36801638078907606,-0.6713173241974828,0.0,0.0,0.0,0.0,-0.20437086702167168,-0.7334942825117643,-0.5509576247705711,2.6457513110645903,2.00190307419549,-0.7995900589021115,0.7995900589021115,2.4494897427831788,0.8212964252501512,-0.07223151185146165,-0.44721359549995787,-1.1389071909150976
0.0020591126737902594,-0.20321348940048384,-0.20277227460233385,-1.445469133803612,-0.3694487361092661,0.8821237852989039,0.0,0.45811076018627983,3.020013564160076,-0.9473309334313376,-0.8617980051151334,-1.024671454159949,0.03198463323977435,1.5351485382472794,0.5204239216403759,0.18421722064255744,-0.31576557108926545,1.1611767380974014,-0.3381871343817654,0.0,0.0,0.0,0.0,-0.2051234899845587,-0.02815241917743891,0.31444483890711,2.6457513110645903,1.8274038863620137,-0.7995900589021115,0.7995900589021115,-0.408248290463863,0.43183133776126953,-0.07223151185146165,-0.44721359549995787,-0.037373465677697615
4.759318544414871,5.595036634750609,5.76539827887217,1.2417918157980865,0.21943998118557592,-1.6044710078951636,1.118033988749895,-0.4850584519619434,-0.331124340588225,-1.4209964001470081,-1.1360064612881313,0.5082386929138653,1.058762483368768,0.20847696198419854,-1.2681680923372656,-0.4791608061963382,-0.5063906255980832,0.15413105520953974,0.5250569534107455,0.0,0.0,0.0,0.0,6.031563726003064,0.47165864582848843,0.927676166174121,2.6457513110645903,1.457963343530583,-0.7995900589021115,0.7995900589021115,2.4494897427831788,2.569068374799781,-0.07223151185146165,-0.44721359549995787,1.0641602595597024
0.0035735782393082408,-0.1912129724441993,-0.19619231917389424,0.3460381659308536,1.2206038894802151,-1.1719406592431405,-1.118033988749895,1.373539701388967,-0.331124340588225,4.206994456940467e-15,-1.190848152522731,1.8567659864110913,1.058762483368768,-0.45485882614734185,0.5480323520038195,1.6066023261313775,-0.09050692265243172,-0.6756235312575303,-0.6479883209975732,0.0,0.0,0.0,0.0,-0.19462491368483317,0.15893669968381785,0.5439893942585274,2.6457513110645903,0.3076663094614191,-0.7995900589021115,0.7995900589021115,2.4494897427831788,1.6324042226364168,-0.07223151185146165,-0.44721359549995787,1.0641602595597024
