trailing_6_period_slope,variance_from_target,volatility_measure,time_to_green_estimate,allocation_percentage_of_parent,optimal_band_distance,sibling_rank_pct,scenario_encoded,allocation_fitness_score,l3_share_of_l2,l3_share_of_l1,alloc_drift_std,weighted_goal_status_score,status_band_unique,delivered_output_quality_score,delivered_output_quantity,allocation_efficiency_ratio,needle_move_ratio,output_cost_per_unit,n_dependencies,n_dependents,dependency_risk_encoded,dep_avg_attain,observed_value,allocated_amount,allocated_time_hours,budget_shock_exposure,shock_alloc_impact,recovery_period_estimate,recovery_window_remaining,market_shock_vulnerable,market_shock_forward_risk,period_id_scaled,market_shock_period,status_band_encoded,goal_id,period_id,y_attain
0.002004775973618343,-0.20176987134944005,-0.20289249523628836,0.79391499086447,-1.2673599728347842,-0.8847105779474259,-1.118033988749895,-1.4004873931646307,-0.331124340588225,-5.258743071175584e-16,0.5640859669844508,-0.5484741288802405,-1.1271543790448286,-1.1181946142788823,-0.4689466151337572,-1.583269222647273,2.4119963984560537,4.358077141352595,3.3376380539671553,0.0,0.0,0.0,0.0,-0.20146001464070473,-0.06545381059621741,-0.10412968924991714,-0.3779644730092272,-0.2219714548497201,-0.7995900589021115,0.7995900589021115,-0.408248290463863,0.8128181425907766,-1.661324772583615,-0.44721359549995787,-1.1389071909150976,1,1,0.1
-0.01853561276634885,-0.20144385645415835,-0.195665940480519,1.2417918157980865,-1.294904523969212,-0.8847105779474259,-1.118033988749895,-1.4004873931646307,-0.331124340588225,-5.258743071175584e-16,0.5640859669844508,-0.5484741288802405,-1.1271543790448286,-1.1181946142788823,-1.2503771220026054,-1.5575867559120915,2.4119963984560537,1.060885019695007,2.8406090573529017,0.0,0.0,0.0,0.0,-0.20269106655949562,-0.15128991046009738,-0.18838134213611576,-0.3779644730092272,0.2658793768354923,-0.7995900589021115,0.7995900589021115,-0.408248290463863,0.8128181425907766,-1.5168617488806921,-0.44721359549995787,-1.1389071909150976,1,2,0.1
-0.01236034728854867,-0.20131386789056577,-0.1943890181881662,0.79391499086447,-1.1633146662072293,-0.8847105779474259,-1.118033988749895,-1.4004873931646307,-0.331124340588225,-5.258743071175584e-16,0.5640859669844508,-0.5484741288802405,-1.1271543790448286,-1.1181946142788823,-0.8721110912055773,-1.5200737546527894,2.4119963984560537,-0.27523645672623126,3.2262295998509884,0.0,0.0,0.0,0.0,-0.2031819112201155,0.10368932466853933,0.0618912360135607,-0.3779644730092272,-0.7508058875955863,-0.7995900589021115,0.7995900589021115,-0.408248290463863,0.8128181425907766,-1.3723987251777692,-0.44721359549995787,-1.1389071909150976,1,3,0.1
-0.008527799445490368,-0.20125596109687974,-0.1940684325714143,0.3460381659308536,-1.0699337601348775,-0.8847105779474259,-1.118033988749895,-1.4004873931646307,-0.331124340588225,-5.258743071175584e-16,0.5640859669844508,-0.5484741288802405,-1.1271543790448286,-1.1181946142788823,-0.5008963566055049,-1.5333706675272933,-1.0092028024677266,-0.8979336896919287,3.6969630698876594,0.0,0.0,0.0,0.0,-0.20340057076760823,0.23094562819384978,0.18679851778891599,-0.3779644730092272,-0.7508058875955863,-0.7995900589021115,0.7995900589021115,-0.408248290463863,0.8128181425907766,-1.2279357014748462,-0.44721359549995787,-1.1389071909150976,1,4,0.1
-0.005168125678451236,-0.20129458131535413,-0.19455639458146098,0.79391499086447,-1.288233354020673,-0.8847105779474259,-1.118033988749895,-1.4004873931646307,-0.331124340588225,-5.258743071175584e-16,0.5640859669844508,-0.5484741288802405,-1.1271543790448286,-1.1181946142788823,-0.15483322820792347,-0.1445152863959958,-0.8469155427434434,-0.6177929433879908,-0.22988129779881133,0.0,0.0,0.0,0.0,-0.20325473849201267,-0.1113627652066752,-0.14919121131746546,-0.3779644730092272,0.03895281505568708,-0.7995900589021115,0.7995900589021115,-0.408248290463863,0.8128181425907766,-1.0834726777719228,-0.44721359549995787,-1.1389071909150976,1,5,0.1
-0.0029924883568866836,-0.20131580540496583,-0.19510604442348548,0.79391499086447,-1.1433263664681992,-0.8847105779474259,-1.118033988749895,-1.4004873931646307,-0.331124340588225,-5.258743071175584e-16,0.5640859669844508,-0.5484741288802405,-1.1271543790448286,-1.1181946142788823,-0.7459692702870905,-0.20385345502994384,-0.7426931107139902,-0.5030840576804366,0.00840513034724192,0.0,0.0,0.0,0.0,-0.20317459504881658,0.15562305891643022,0.11286632642279552,-0.3779644730092272,-0.7508058875955863,-0.7995900589021115,0.7995900589021115,-0.408248290463863,0.8128181425907766,-0.9390096540689999,-0.44721359549995787,-1.1389071909150976,1,6,0.1
0.0005209922291303362,-0.20127011668227507,-0.20017647751942305,0.79391499086447,-1.2694533085982243,-0.8847105779474259,-1.118033988749895,-1.4004873931646307,-0.331124340588225,-5.258743071175584e-16,0.5640859669844508,-0.5484741288802405,-1.1271543790448286,-1.1181946142788823,-1.4133062870407034,-0.38522770949424556,1.1655174851683654,-0.9850363967078672,-0.04830169895369361,0.0,0.0,0.0,0.0,-0.2033471184229004,-0.08351179764182445,-0.1218543442470879,-0.3779644730092272,-0.11933859976042109,-0.7995900589021115,0.7995900589021115,-0.408248290463863,0.8128181425907766,-0.7945466303660769,-0.44721359549995787,-1.1389071909150976,1,7,0.1
0.0018103732299202264,-0.20127953094172776,-0.20191733567677786,0.3460381659308536,-1.0342913369729214,-0.8847105779474259,-1.118033988749895,-1.4004873931646307,-0.331124340588225,-5.258743071175584e-16,0.5640859669844508,-0.5484741288802405,-1.1271543790448286,-1.1181946142788823,0.2448679079119479,-0.036978259762736165,-0.6092629035838376,-0.9713121554350226,-0.07263554047751378,0.0,0.0,0.0,0.0,-0.2033115696110792,0.19767970246006425,0.15414664716215667,-0.3779644730092272,-0.7508058875955863,-0.7995900589021115,0.7995900589021115,-0.408248290463863,0.8128181425907766,-0.6500836066631539,-0.44721359549995787,-1.1389071909150976,1,8,0.1
0.0020683571170065614,-0.20128119313825865,-0.2020586574171954,0.79391499086447,-1.1897042141480545,-0.8847105779474259,-1.118033988749895,-1.4004873931646307,-0.331124340588225,-5.258743071175584e-16,0.5640859669844508,-0.5484741288802405,-1.1271543790448286,-1.1181946142788823,-0.5962295648841273,0.027549093321654537,-0.5715728757109244,-1.0246502513841824,-0.2662548959658219,0.0,0.0,0.0,0.0,-0.2033052930566691,-0.031388159227967435,-0.07069285510936915,-0.3779644730092272,-0.41558412339190465,-0.7995900589021115,0.7995900589021115,-0.408248290463863,0.8128181425907766,-0.5056205829602308,-0.44721359549995787,-1.1389071909150976,1,9,0.1
0.002402246126852084,-0.2013576260555152,-0.20157919418659828,1.2417918157980865,-1.2602974125230746,-0.8847105779474259,-1.118033988749895,-1.4004873931646307,-0.331124340588225,-5.258743071175584e-16,0.5640859669844508,-0.5484741288802405,-1.1271543790448286,-1.1181946142788823,-0.7725091038842534,-0.40291903552833697,-0.5649257621744719,-0.44306105693048425,-0.3382677722102081,0.0,0.0,0.0,0.0,-0.2030166777485674,-0.4392806410455904,-0.18997917813649662,2.6457513110645903,1.9026792507412964,-0.7995900589021115,0.7995900589021115,-0.408248290463863,0.8128181425907766,-0.3611575592573077,-0.44721359549995787,-1.1389071909150976,1,10,0.1
