trailing_6_period_slope,variance_from_target,volatility_measure,time_to_green_estimate,allocation_percentage_of_parent,optimal_band_distance,sibling_rank_pct,scenario_encoded,allocation_fitness_score,l3_share_of_l2,l3_share_of_l1,alloc_drift_std,weighted_goal_status_score,status_band_unique,delivered_output_quality_score,delivered_output_quantity,allocation_efficiency_ratio,needle_move_ratio,output_cost_per_unit,n_dependencies,n_dependents,dependency_risk_encoded,dep_avg_attain,observed_value,allocated_amount,allocated_time_hours,budget_shock_exposure,shock_alloc_impact,recovery_period_estimate,recovery_window_remaining,market_shock_vulnerable,market_shock_forward_risk,period_id_scaled,market_shock_period,status_band_encoded,goal_id,bucket_id,target_value_final_period
-2.6616097420253118,66.4671446458325,5.8938484587203295,5,0.1842713023271912,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.7187104133520914,924.2304857099998,0.0852592363561631,0.27974121289309434,33.10078654030891,0.0,0.0,0.0,-1.0,18.5328553541675,30592.75602153273,61.18551204306546,0.0,0.0,0.0,12.0,0.0,0.07953177793374237,0.25,0.0,0,1,19,85.0
-1.60299011614131,66.97526991526342,3.66332781958646,6,0.3894389799599686,1.0,1.0,0.33,0.0,0.24999999999999944,0.08749999999999974,0.03268392709367579,0.95,1,0.7014513349792573,658.2251975023829,0.0298229009077819,0.2720713975054579,98.22585403693354,0.0,0.0,0.0,-1.0,18.024730084736586,64654.732173300814,129.30946434660163,0.0,0.10375856536738692,0.0,12.0,0.0,0.0,0.25,0.0,4,2,20,85.0
-0.0447830573209433,2.566911877536972,0.1741675954689816,1,0.359607759253729,0.6506946597265422,0.5,0.67,0.0,0.34999999999999953,0.12249999999999973,0.009718800236585457,0.95,5,0.7977864782013248,1292.155410931326,0.0614206865737955,0.39287920945811705,46.20353468024828,0.0,0.0,0.0,-1.0,0.933088122463028,59702.14734123599,119.40429468247196,0.0,0.0,0.0,12.0,0.0,0.010363301871745502,0.25,0.0,4,3,21,3.5
-530.7182868980244,39693.06820535247,1997.458760986217,1,0.3573997751110511,0.14373356558296116,0.0,0.67,0.0,0.349999999999999,0.08749999999999974,0.010987325551830514,0.8878746543621922,4,0.8143029090823535,1188.0060936591942,0.0787347714805944,0.329821817428721,35.675368597051715,0.0,0.0,0.0,-1.0,10306.931794647531,42382.5552868353,84.7651105736706,0.0,0.0,0.0,12.0,1.0,0.14493380477119128,0.25,0.0,3,4,22,50000.0
-2.3428066545341424,66.8843667861145,4.942620003133086,5,0.150458471334616,1.0,0.5,0.0,0.0,0.349999999999999,0.08749999999999974,0.01954698729573592,0.05,1,0.7551723588845094,758.72333775044,0.1151711559198008,0.27344352020959245,23.51614148907178,0.0,0.0,0.0,-1.0,18.1156332138855,17842.245361600144,35.68449072320029,0.0,0.0,0.0,12.0,0.0,0.07736582204319836,0.25,0.0,0,5,23,85.0
-0.2577355660343076,35.56432915003466,1.3141787839227543,3,0.2861148986493966,1.0,1.0,1.0,0.0,0.3,0.075,0.07163900994967462,0.95,1,0.7774835840263767,759.0132983374496,0.0637985737502202,0.31452236166551134,44.70169081391832,0.0,0.0,0.0,-1.0,9.43567084996534,33929.17778593301,67.85835557186603,0.0,0.0,0.0,12.0,0.0,0.0,0.25,0.0,4,6,24,45.0
-0.312706151525964,33.906092374703675,0.9349502451864704,3,0.2106576860926583,0.7641865496419314,0.0,0.33,0.0,0.44999999999999996,0.11249999999999999,0.10083774560266093,0.05,3,0.8193271424385207,1115.6140467707628,0.1191063028967093,0.28677212354335635,22.392170791288837,0.0,0.0,0.0,-1.0,6.093907625296322,24981.02027245181,49.96204054490362,0.0,0.0,0.0,12.0,1.0,0.07997024876758045,0.25,0.0,0,7,25,40.0
-0.0540143646458976,2.9802950304163125,0.1377175325307099,2,0.3357065481701582,0.9897964793515951,0.5,0.67,0.0,0.3,0.075,0.01015253624936531,0.95,5,0.7874095756186962,1150.1068851860502,0.0811137250193292,0.35467998942041307,34.6142137693747,0.0,0.0,0.0,-1.0,1.0197049695836875,39810.04558145963,79.62009116291927,0.0,0.0,0.0,12.0,0.0,0.05982830628666481,0.25,0.0,4,8,26,4.0
-784.9446524875268,207281.9763449212,4360.40476227502,7,0.3981537943163921,0.14720706440111916,1.0,0.33,0.0,0.25,0.0625,0.0816171683361877,0.95,3,0.7023704098000285,773.5752391258397,0.0468177074986711,0.3106765356733006,61.03531086829025,0.0,0.0,0.0,-1.0,42718.02365507883,47215.4052000576,94.4308104001152,0.0,0.00866840209437642,0.0,12.0,1.0,0.17035966545333517,0.25,0.0,4,9,27,250000.0
-4.146929701095532,417.1182446359917,10.455496459426763,3,0.4767598616042627,0.2937711505226452,0.0,1.0,0.0,0.4,0.06,0.1444858283635109,0.95,2,0.7964758866963516,1616.3935570332771,0.1228721946395908,0.3013882013236666,20.98633915298645,0.0,0.0,0.0,-1.0,82.88175536400831,33922.18339260249,67.84436678520498,0.0,0.02111133837164018,0.0,12.0,1.0,0.12191826189017577,0.25,0.0,4,10,28,500.0
