trailing_6_period_slope,variance_from_target,volatility_measure,time_to_green_estimate,allocation_percentage_of_parent,optimal_band_distance,sibling_rank_pct,scenario_encoded,allocation_fitness_score,l3_share_of_l2,l3_share_of_l1,alloc_drift_std,weighted_goal_status_score,status_band_unique,delivered_output_quality_score,delivered_output_quantity,allocation_efficiency_ratio,needle_move_ratio,output_cost_per_unit,n_dependencies,n_dependents,dependency_risk_encoded,dep_avg_attain,observed_value,allocated_amount,allocated_time_hours,budget_shock_exposure,shock_alloc_impact,recovery_period_estimate,recovery_window_remaining,market_shock_vulnerable,market_shock_forward_risk,period_id_scaled,market_shock_period,status_band_encoded,goal_id,bucket_id,target_value_final_period
-0.0397403350116672,63.11392033341694,0.7638410719664769,4,0.2489993936871574,0.3910998454984194,0.0,0.0,0.0,0.3999999999999995,0.13999999999999974,0.03235296770766432,0.05,1,0.7940783257810635,1081.6452007735058,0.1969041001085484,0.2574832901950948,29.624488859689865,0.0,0.0,0.0,-1.0,21.886079666583058,32043.186200451728,64.08637240090344,0.0,0.0,12.0,0.0,0.0,0.07953177793374237,1.0,0.0,0,1,19,85.0
0.0925053371982323,62.47471526608106,1.575226562767715,4,0.4230202412157058,1.0,1.0,0.33,0.0,0.24999999999999944,0.08749999999999974,0.03268392709367579,0.95,1,0.7885348229376454,549.6024210870232,0.0962527561497688,0.265003349810811,99.04895893828576,0.0,0.0,0.0,-1.0,22.525284733918934,54437.54763863101,108.875095277262,0.0,0.2453887882057397,12.0,0.0,0.0,0.0,1.0,0.0,4,2,20,85.0
0.0468909434089113,2.1552864776438945,0.1049618498694943,1,0.3716626693208738,0.6506946597265422,0.5,0.67,0.0,0.34999999999999953,0.12249999999999973,0.009718800236585457,0.1161074364856383,5,0.9197410847282128,1119.4474454264953,0.1425239434579044,0.3842038635303159,42.72505554036656,0.0,0.0,0.0,-1.0,1.3447135223561055,47828.45428036847,95.65690856073694,0.0,0.18411013473996027,12.0,0.0,0.0,0.010363301871745502,1.0,0.0,1,3,21,3.5
469.7567916747351,33280.08088653533,1192.6955724067473,1,0.3456460330942568,0.14373356558296116,0.0,0.67,0.0,0.349999999999999,0.08749999999999974,0.010987325551830514,0.2927145546954448,4,0.8282720504033735,943.8008061255564,0.1795468229811442,0.3343983822692934,33.66360336436425,0.0,0.0,0.0,-1.0,16719.91911346467,31771.73599237797,63.54347198475593,0.0,0.2443701482804104,12.0,0.0,1.0,0.14493380477119128,1.0,0.0,1,4,22,50000.0
0.415831537769854,63.54580645043663,0.8595988735862888,5,0.193770181268391,1.0,0.5,0.0,0.0,0.349999999999999,0.08749999999999974,0.01954698729573592,0.05,1,0.7068696840499326,648.9863011344772,0.1466265910832877,0.25240227705368673,27.444845099953923,0.0,0.0,0.0,-1.0,21.45419354956337,17811.32850662778,35.622657013255555,0.0,0.0,12.0,0.0,0.0,0.07736582204319836,1.0,0.0,0,5,23,85.0
0.6209362978470516,31.009163220131665,1.1066362805870134,3,0.38252606565434,1.0,1.0,1.0,0.0,0.3,0.075,0.07163900994967462,0.95,1,0.8265820842151694,843.1606269127188,0.1767831081749964,0.31090748399707413,41.702307257587485,0.0,0.0,0.0,-1.0,13.990836779868337,35161.74353101429,70.32348706202858,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,4,6,24,45.0
0.5601523716512729,27.545855303481225,1.1658121676045523,1,0.3566541480887896,0.7641865496419314,0.0,0.33,0.0,0.44999999999999996,0.11249999999999999,0.10083774560266093,0.1620942854930611,3,0.7517804940857896,1456.6703427591729,0.2208389008139196,0.3113536174129693,22.50584737789893,0.0,0.0,0.0,-1.0,12.454144696518773,32783.600414049666,65.56720082809932,0.0,0.0,12.0,0.0,1.0,0.07997024876758045,1.0,0.0,1,7,25,40.0
-0.0248186290068899,2.8350517796433823,0.0910661911440066,1,0.315851001032053,0.9897964793515951,0.5,0.67,0.0,0.3,0.075,0.01015253624936531,0.05,5,0.8674956419345955,1025.6985229536783,0.2225874724345767,0.2912370550891544,28.3055694034981,0.0,0.0,0.0,-1.0,1.1649482203566175,29032.98072853084,58.06596145706168,0.0,0.2374710129551253,12.0,0.0,0.0,0.05982830628666481,1.0,0.0,0,8,26,4.0
-399.0381379530472,185658.4830852375,1995.01408521892,0,0.2611372632923557,0.14720706440111916,1.0,0.33,1.0,0.25,0.0625,0.0816171683361877,0.4659399713735739,3,0.8638152728967461,689.7032386634534,0.1688752729149925,0.25736606765905,34.802941480092926,0.0,0.0,0.0,-1.0,64341.516914762506,24003.70145383473,48.00740290766946,0.0,0.4960198346905113,12.0,0.0,1.0,0.17035966545333517,1.0,0.0,2,9,27,250000.0
2.688359997544092,365.20449542273286,8.790081506419789,5,0.7239179537011324,0.2937711505226452,0.0,1.0,0.0,0.4,0.06,0.1444858283635109,0.95,2,0.7271994726821054,1915.02201616146,0.2183267132857697,0.2695910091545343,20.848566292838527,0.0,0.0,0.0,-1.0,134.79550457726717,39925.4634561875,79.85092691237502,0.0,0.0,12.0,0.0,1.0,0.12191826189017577,1.0,0.0,4,10,28,500.0
